gene_id	zygote_1	zygote_2	zygote_3	zygote_4	zygote_5	zygote_6	zygote_7	zygote_8	zygote_9
ENSMUSG00000002372	626281	803194	822265	873259	966291	593051	3477.35	903421	788948
ENSMUSG00000002379	537886	367447	439534	302374	537307	622424	2943.86	174457	368058
ENSMUSG00000002384	0	3.76E-131	2662.66	3.28E-138	0	0	0	3.20E-81	12399.5
ENSMUSG00000002393	38520.1	17067.1	0	0	0	0	0	0	0
ENSMUSG00000002395	1660180	850859	156493	1652880	2196600	2167630	0	3187180	931297
ENSMUSG00000002396	4.02E-05	3019.83	0	0	0	0	124969	0	0
ENSMUSG00000002409	41131	30277.9	35303.7	48951.2	9051.58	43742.7	0	16643.3	0
ENSMUSG00000002413	50938.2	155445	730640	20925.2	18835.4	37317	50442.1	15547.5	78500.4
ENSMUSG00000002416	5754630	9541420	7872770	9324920	8329110	5522350	146379	11786200	7424320
ENSMUSG00000002428	948545	614162	1030640	1038110	209099	970219	1967.76	974160	777681
ENSMUSG00000002455	5843060	6548110	7121690	7819510	5768180	6016090	3417.6	6331990	8260400
ENSMUSG00000002458	1872270	3076380	3455750	2857380	2757920	1884300	33029.1	1618640	3085790
ENSMUSG00000002475	297774	316813	77072.4	502227	565210	194957	630382	677573	96083.7
ENSMUSG00000002477	4795650	5049660	4017410	5242100	5930490	6596230	30620.8	5685470	7452440
ENSMUSG00000002486	149813	187932	456196	509642	153976	116948	0	249324	146798
ENSMUSG00000002489	7263610	5782760	7567960	5109400	5686990	8024340	48262.8	7848990	6858500
ENSMUSG00000002496	31681.9	50102	63607.6	26576.5	35149.2	13791.6	0	0	41839.3
ENSMUSG00000002504	98401	232633	300794	113719	146762	137631	0	240197	67932
ENSMUSG00000002524	795619	1208870	550554	805570	723024	1110810	0	827496	227892
ENSMUSG00000002546	1081990	722490	928399	773038	444698	521875	0	405420	542138
ENSMUSG00000002565	154936	179859	191007	218934	210882	174154	0	142091	217045
ENSMUSG00000002578	2532620	627426	3806900	1642630	1241650	278652	3817760	394844	859152
ENSMUSG00000002580	301912	678377	553591	561744	243530	778106	223580	410158	920876
ENSMUSG00000002588	2901.15	92264.2	0	42384.2	0	0	0	73308.2	0
ENSMUSG00000002603	0	0	0	2834.41	0	0	0	0	0
ENSMUSG00000002608	181622	411152	849848	1017180	782668	253917	0	661338	493412
ENSMUSG00000002617	24015.3	415243	563336	794559	510496	212733	0	131816	370912
ENSMUSG00000002625	240438	300205	114900	23657.8	427672	266810	0	380436	240292
ENSMUSG00000002633	9826.09	5495.58	5104.28	0	10281.5	4614.12	116130	12682.4	0
ENSMUSG00000002635	11191600	10186400	2843790	9149960	9388580	12796300	4939710	10223200	8516000
ENSMUSG00000002658	1190510	1100200	1393830	1731870	1218790	1385520	2611.24	1580700	931453
ENSMUSG00000002660	16332.4	420688	0	378053	7030.79	309747	0	231648	43226.1
ENSMUSG00000002661	2233460	2340060	1496090	2145750	2787770	2220120	0	1089640	1462540
ENSMUSG00000002668	30873.3	64040.1	1150.69	8193.21	14384.3	0	0	2656.01	0
ENSMUSG00000002679	6737570	7082100	5312820	6112740	7783960	7560610	2259960	6369670	8295700
ENSMUSG00000002688	299098	195009	180740	230388	155436	145206	22727.4	287508	191025
ENSMUSG00000002699	77368900	69406000	53407200	91404300	57439500	93799500	0	92732500	97904300
ENSMUSG00000002718	155114	273231	451819	188541	344144	201803	317017	202157	368606
ENSMUSG00000002728	11642100	12777600	10252400	13434600	10338700	4155560	18484.1	8319570	8302530
ENSMUSG00000002731	0	0	1788.16	0	0	0	0	118638	104232
ENSMUSG00000002732	116878	0	0	71148.2	0	0	0	389393	0
ENSMUSG00000002733	648833	794075	640813	872816	864336	677254	527108	934008	736519
ENSMUSG00000002741	108002	59231.1	110322	65084.3	82371.5	148702	0	225775	34501
ENSMUSG00000002748	496969	667367	667037	607136	710055	497596	2676.05	648431	897922
ENSMUSG00000002767	4688040	4703840	4615780	10506700	13956500	2016160	0	12199400	2350420
ENSMUSG00000002768	7282410	7487760	5532420	7507200	7856020	9244200	2571280	7822770	10503600
ENSMUSG00000002771	7921.81	0	47927.9	0	0	0	0	0	0
ENSMUSG00000002778	429827	396680	1368260	955525	452963	740146	2240420	861536	534352
ENSMUSG00000002781	160742	41442.3	85403.5	392237	44816	53975.7	1138.34	145731	51498.7
ENSMUSG00000002797	7417990	7319540	6020950	7549690	8379970	9266970	88165	8438440	12224600
ENSMUSG00000002799	108698	82839	136359	67607.1	78483.5	140402	0	80909.9	97110.8
ENSMUSG00000002804	1203400	1365920	2897460	2507700	1094180	1331660	0	1982440	1079890
ENSMUSG00000002812	1241390	216065	1974490	973997	320814	135842	0	357379	462359
ENSMUSG00000002814	193604	72399.3	223932	221589	183368	268893	0	135643	1274640
ENSMUSG00000002825	15314	161974	317942	172977	269024	161181	0	0	13805.5
ENSMUSG00000002833	24708.1	38788.6	0	71209.7	4095.83	70062.3	0	124202	62360.3
ENSMUSG00000002835	679635	539695	871798	515871	349646	433611	268674	556846	357571
ENSMUSG00000002844	1789020	2439060	2323490	1478890	2069360	1899780	0	920059	954104
ENSMUSG00000002845	4605920	4724390	1535650	6059810	3858880	3276320	4808280	6484570	3578050
ENSMUSG00000002846	4448.71	66317.7	9149.11	445159	47743.7	67068.5	0	102706	12321.7
ENSMUSG00000002847	693889	655256	752397	291172	489849	865297	0	589384	740656
ENSMUSG00000002870	831531	962096	855813	848509	992329	1112430	1233.61	1060310	877970
ENSMUSG00000002871	6675140	5748180	3628290	4644750	7005430	5480080	7713.91	7739860	4368950
ENSMUSG00000002881	269586	347904	830382	488454	193438	262022	197410	303083	282771
ENSMUSG00000002885	0	1845.53	2.25E-182	3.41E-190	0	0	0	0	28027.4
ENSMUSG00000002897	25191.2	10072.1	45043.6	22272.7	6975.32	32258	1668.77	44312.4	0
ENSMUSG00000002900	9073620	7170170	8664330	6412850	8649680	10560900	1815.84	4200060	2711580
ENSMUSG00000002908	0	0	0	0	0	36381.9	0	0	0
ENSMUSG00000002910	512871	603229	534621	505928	683873	595503	173608	570311	419289
ENSMUSG00000002944	650454	572697	448558	576978	796893	541567	96217.6	724766	598490
ENSMUSG00000002948	271307	11471.1	4044.65	116383	75710.4	64856.1	0	33522.7	141509
ENSMUSG00000002949	704199	1178370	986364	866681	715495	524786	374195	780044	763017
ENSMUSG00000002957	0	5278.5	74553.1	0	0	0	15061.9	0	8081.85
ENSMUSG00000002963	0	0	0	246955	0	0	0	0	0
ENSMUSG00000002968	396040	225548	195197	320463	228725	68614	0	181050	47111.7
ENSMUSG00000002980	0	0	0	0	0	0	412154	0	0
ENSMUSG00000002981	20760.7	84874.2	60505.8	34154.8	53645.3	49901.1	768.457	49075.6	26262.7
ENSMUSG00000002983	297179	73311.7	4772.78	0	20496.6	170088	0	40239.6	77795.7
ENSMUSG00000002984	641941	770905	1294780	186435	299362	696974	0	579234	115034
ENSMUSG00000002985	1316730	189866	10321.6	0	160096	0	0	51516.2	0
ENSMUSG00000002996	1830260	1702140	1294590	1505500	1973430	1672810	9495.8	1810880	1879520
ENSMUSG00000002997	608879	669449	822462	876240	765069	785466	977763	908991	822640
ENSMUSG00000003031	33871.1	190677	95227.1	205709	131936	61681.7	113828	129822	96770.9
ENSMUSG00000003032	63820.5	113691	378066	164266	266436	141239	37430.9	81429.4	24172.2
ENSMUSG00000003033	2353130	2135180	1506200	2948270	2265230	2699310	587849	2619380	1424080
ENSMUSG00000003037	4110040	4764280	4451860	5552320	3888020	8044950	19840.9	7377600	1617420
ENSMUSG00000003038	274431	392058	287531	509228	255491	218192	919147	271964	197337
ENSMUSG00000003039	1443070	1715060	1046180	1431410	1394420	1520580	1720.66	1256640	716257
ENSMUSG00000003051	650536	441864	373332	292081	116974	548080	513786	562000	265436
ENSMUSG00000003053	227133	68909.3	329017	215267	144665	308371	0	248650	164653
ENSMUSG00000003062	3890590	3396200	3288480	3585900	4886090	5035500	6736.37	3790110	5051500
ENSMUSG00000003068	1212700	860943	1287870	962969	1336590	907593	1826020	621029	946703
ENSMUSG00000003070	112001	16809.6	0	15051.4	8453.21	35833.8	25542.2	19630.1	89365.6
ENSMUSG00000003072	614733	662162	114797	726915	690641	423983	0	704352	124479
ENSMUSG00000003099	106735	254346	137670	320952	557468	9865.52	0	538978	74878.7
ENSMUSG00000003119	428982	478932	431999	367243	302230	389206	321792	349677	247940
ENSMUSG00000003123	0	3762.64	974.147	16712.8	11848.5	4045.86	0	0	0
ENSMUSG00000003131	133257	171379	107207	104922	157178	119889	38015.6	183507	157689
ENSMUSG00000003134	628853	517645	592462	514039	573019	464482	1741.11	701645	620812
ENSMUSG00000003135	276769	301592	589495	421406	484509	403652	1042.19	428026	622417
ENSMUSG00000003153	0	708.664	0	0	0	0	0	0	0
ENSMUSG00000003154	10012.7	39527.6	483.429	82144.2	50535.3	64632.8	0	14702.3	19547.9
ENSMUSG00000003161	1194040	2718430	498512	1794810	728606	1268240	0	1884230	716286
ENSMUSG00000003166	262578	127990	514081	138045	314950	133810	0	411181	226321
ENSMUSG00000003178	48090	35253.1	100741	138976	117211	51790.6	0	14272.5	27416.4
ENSMUSG00000003184	232197	0	24924.1	31435.6	212990	41659.7	0	20898.1	25390.8
ENSMUSG00000003190	582226	376907	617240	884982	205582	298304	0	86893.7	225756
ENSMUSG00000003198	254328	87278.2	1073.93	0	132464	83812.3	0	256034	222642
ENSMUSG00000003199	0	83188.8	269524	0	0	183014	0	400016	78644.5
ENSMUSG00000003200	214148	71688	1597.59	155376	381630	159691	0	43154	67142.3
ENSMUSG00000003206	89862.7	25859	156380	17358.2	11903.3	35880.1	0	39033.1	0
ENSMUSG00000003208	54759.4	0	0	0	0	114199	0	64759.7	0
ENSMUSG00000003226	50088.1	23993.2	40670.3	29693.4	34394.3	45900.6	831.823	8189.53	21622.3
ENSMUSG00000003227	0	0	0	20572.1	3150.16	0	0	0	0
ENSMUSG00000003228	111029	155636	0	92424.2	110331	26266.6	0	53798.2	82485.7
ENSMUSG00000003233	230505	288861	171258	263105	212937	193309	0	280188	257205
ENSMUSG00000003234	1363800	1165170	1036660	1263520	1341130	1433370	9084.49	1129540	1258890
ENSMUSG00000003235	0	1653.42	250695	38700	0	39828.4	0	0	113662
ENSMUSG00000003269	438948	182526	0	208870	226355	201361	0	0	90816.6
ENSMUSG00000003271	170681	0	0	173570	0	0	0	14785.2	0
ENSMUSG00000003273	0	0	0	65586	24735.3	0	0	48273.5	0
ENSMUSG00000003279	125348	65592.2	315253	110846	126776	152948	198987	101014	6356.85
ENSMUSG00000003282	1993880	529302	1367590	1024690	776370	1321780	1697020	628559	915052
ENSMUSG00000003283	11001.6	34532.8	0	0	50698	0	0	0	38396.1
ENSMUSG00000003299	1399910	1595540	2144290	2254930	2643600	2235660	4447.92	1525070	1164740
ENSMUSG00000003308	0	0	3859.62	29431.2	22178.4	0	0	0	29216.9
ENSMUSG00000003309	2812210	2871870	2138030	3127290	3668700	3848130	271326	2775270	2600600
ENSMUSG00000003316	209092	189002	41954.3	556.049	181552	36145.1	168365	169530	105167
ENSMUSG00000003341	0	0	0	0	0	0	1712.44	0	0
ENSMUSG00000003344	919420	737178	1278780	843784	1139520	822391	1491170	452399	782764
ENSMUSG00000003345	37558.7	102612	188032	249808	190808	275541	68519.5	249025	96544.7
ENSMUSG00000003346	0	5033.33	285064	0	50625	45406.6	0	11571.6	158591
ENSMUSG00000003348	82657	142258	106483	150789	105027	0	0	121721	72492
ENSMUSG00000003352	63052	137968	100293	174975	28553.6	103585	1686.73	88549.6	61160
ENSMUSG00000003354	96502.4	72885.2	0	5932.37	62564.3	127298	0	90336.3	129444
ENSMUSG00000003360	221771	83411.5	694239	662325	70747.5	386001	12363.1	305288	216001
ENSMUSG00000003363	531182	434630	2545180	404294	1115580	356003	0	1430940	2200310
ENSMUSG00000003378	0	0	0	0	2225.99	19745.6	0	0	0
ENSMUSG00000003380	3503590	4313140	4407650	4238730	3941920	3843210	32493.2	4279260	3134360
ENSMUSG00000003382	0	2500.99	0	2283.74	0	17542.8	0	0	19931.6
ENSMUSG00000003402	315848	85916.2	215425	278061	275214	506023	2320.74	173022	197277
ENSMUSG00000003410	395196	465086	456019	450016	326722	470742	2179.04	339381	327106
ENSMUSG00000003411	5187230	5273730	5409000	5398990	6226830	5932780	17320.2	4809300	3441850
ENSMUSG00000003418	53672.4	139853	147800	104001	25203.2	102186	0	82662.3	0
ENSMUSG00000003420	62530.9	21706.2	0	9733.43	13645.3	0	46099.8	0	0
ENSMUSG00000003421	3836750	4068300	3208070	4051740	2939230	1801410	0	5249540	3317120
ENSMUSG00000003423	1596970	1417660	7579.87	1655420	1702980	1580980	0	268997	0
ENSMUSG00000003429	4239630	5829420	5462060	5123050	5635640	6651660	4646220	5984120	5966630
ENSMUSG00000003435	127385	222925	143266	185527	84367.5	197350	408719	88356.5	139797
ENSMUSG00000003436	33091.9	117335	26013.8	26642.4	12767.4	60349	0	250172	44923.8
ENSMUSG00000003437	1823380	1005240	1600950	1326080	2111160	684256	12455.7	1735490	369917
ENSMUSG00000003438	143921	922196	30624.6	8268.91	389762	271225	0	119227	0
ENSMUSG00000003444	163824	56084.3	0	105186	23445.6	66398	0	0	0
ENSMUSG00000003452	0	0	0	12291.4	0	0	0	0	0
ENSMUSG00000003458	307098	414963	171810	416145	585975	485299	0	509281	439045
ENSMUSG00000003464	2312160	2139530	651616	2772860	1107240	2031930	15650	1191170	940859
ENSMUSG00000003469	0	0	0	0	0	0	1380.73	0	0
ENSMUSG00000003500	0	0	17701.4	9432.17	0	0	0	0	0
ENSMUSG00000003505	2216.19	0	0	0	0	0	0	0	0
ENSMUSG00000003518	1007.75	2212.19	1065.47	0	0	0	1440970	2595.62	0
ENSMUSG00000003526	97838.4	268827	740571	261469	324772	433756	0	261239	381272
ENSMUSG00000003527	97127	398716	108099	176236	280739	153344	0	341851	184763
ENSMUSG00000003528	9555.35	80083.5	505060	142086	62612.9	41061.5	0	3862.19	42033.2
ENSMUSG00000003531	583816	1169520	543196	1433940	793111	515006	5740.88	520471	199211
ENSMUSG00000003534	137768	376248	59709.9	218696	544445	180809	0	138121	137367
ENSMUSG00000003541	6676.65	7200.1	0	13019.5	0	0	0	0	0
ENSMUSG00000003545	0	5001.03	0	14985.6	31369.8	35118.2	135774	48983	0
ENSMUSG00000003546	2570.51	154052	277348	75330	106713	18690.5	0	431400	0
ENSMUSG00000003549	640299	2539960	3446100	1556340	343681	3167310	0	694617	0
ENSMUSG00000003559	62999.3	32691	10419.9	75265	22660.4	37791.3	2393.08	100297	0
ENSMUSG00000003573	2804.86	66626.5	1.23E-209	2.74E-94	0	5.92E-169	5018.18	0	8.17E-65
ENSMUSG00000003575	100972	235159	6730.01	446459	465581	350316	291.391	80099.2	612445
ENSMUSG00000003581	15342.5	0	127067	36863.7	190809	61383	0	121964	32384.4
ENSMUSG00000003585	0	22554.7	52513.4	0	0	0	0	8853.91	0
ENSMUSG00000003604	4064440	4199690	3666010	5133210	4672030	4320180	1872710	5007310	5367390
ENSMUSG00000003617	1677.91	0	0	0	0	0	0	0	0
ENSMUSG00000003623	34311.4	30592.2	79994.5	116220	9007.89	19380.1	0	81189.6	139242
ENSMUSG00000003644	204224	8418.1	135261	300115	166581	23361.6	0	6388.98	1109260
ENSMUSG00000003657	0	33375.9	0	3746.23	5200.93	0	0	0	0
ENSMUSG00000003660	404348	301810	190404	236986	170792	402741	57303.7	452251	244009
ENSMUSG00000003662	915245	786129	4237760	2822520	2131380	2767840	0	4613780	1863420
ENSMUSG00000003680	18580.4	68330	5278.64	121277	23264.3	118349	84274.7	6550.5	0
ENSMUSG00000003721	473740	943945	2883910	870937	68568.7	744928	0	412157	584570
ENSMUSG00000003731	377197	136516	12012.8	51042.4	70087.2	294673	0	49006.5	61259.8
ENSMUSG00000003746	236549	242809	106037	297728	198985	315638	0	130837	89283.2
ENSMUSG00000003762	152501	61770.3	0	139013	90118.4	32069.9	0	413181	172783
ENSMUSG00000003778	387926	634567	1015510	1076390	368246	255656	0	459234	470716
ENSMUSG00000003779	634406	667271	217939	725681	783760	612773	0.792782	1039760	708903
ENSMUSG00000003808	1353070	1209200	1359160	1285480	1819020	1151640	18965.9	1758610	1819130
ENSMUSG00000003809	184226	301779	37790.3	172932	11655.3	169029	8998.02	352449	694340
ENSMUSG00000003810	246858	1343550	464705	326387	526591	316414	2868950	346386	224937
ENSMUSG00000003812	0	0	0	0	0	0	427703	0	0
ENSMUSG00000003813	358021	138571	492158	901033	68281.5	23299.4	0	465515	23009.7
ENSMUSG00000003814	1814130	1860100	1354520	1790010	1916640	1837490	1046680	1943810	1939130
ENSMUSG00000003824	12126800	18642700	11644200	18003100	20832000	17241800	7988040	18212600	15713800
ENSMUSG00000003847	14552.6	0	0	252652	5567.21	1863.75	0	885.557	0
ENSMUSG00000003848	336588	603927	2104.09	601432	389753	194489	2024.81	392733	228234
ENSMUSG00000003849	635768	614525	760976	419453	349657	515231	443611	581128	525483
ENSMUSG00000003863	0	2661.16	0	0	0	0	0	0	0
ENSMUSG00000003865	184315	292238	490299	195493	295890	105663	6274.48	500272	79230.6
ENSMUSG00000003868	2238400	1653080	1711740	2124070	2092400	2104810	0	1226750	1428150
ENSMUSG00000003873	548853	857564	535202	364248	55167.8	174355	0	576062	113629
ENSMUSG00000003923	318545	596345	1120980	281857	427726	501684	2638940	982965	866698
ENSMUSG00000003929	112291	78254.5	53220.4	35672.6	60163.4	33763.7	0	120220	29285.3
ENSMUSG00000003948	1578	9237.51	98002.7	25556	9141.13	0	0	0	61004.8
ENSMUSG00000003955	1493640	1884710	2490630	2258500	1330060	1098040	25703.6	1227350	998254
ENSMUSG00000003970	925649	1607170	1986740	914326	882979	1000110	0	680691	694957
ENSMUSG00000003974	0	0	0	0	0	0	44110	0	0
ENSMUSG00000003992	2811950	3387130	3341420	2981520	5349720	3401390	1309260	3207650	3308160
ENSMUSG00000004018	29245.6	280923	1239720	436390	260743	275996	448284	1380400	76753.7
ENSMUSG00000004031	42568.6	0	0	0	0	0	0	0	0
ENSMUSG00000004032	6013200	5903240	4478550	5010370	7571530	8485770	201251	5094130	8449290
ENSMUSG00000004040	404454	377999	444288	1078370	284058	445850	3037.56	844550	720539
ENSMUSG00000004043	356967	125042	102595	269300	100743	173647	0	115255	57779.6
ENSMUSG00000004044	49615.6	0	0	20410.6	0	0	0	48366.9	0
ENSMUSG00000004054	1740.07	191824	177045	42682	48117.8	35547.3	0	56126.1	4869.6
ENSMUSG00000004056	90136.9	135765	197167	154100	249703	160390	75757.5	215111	42171.6
ENSMUSG00000004069	262196	369611	303544	694600	420843	476233	10480	794547	383283
ENSMUSG00000004070	1965950	1708000	1167400	3410750	3942330	2446160	0	3282870	1007630
ENSMUSG00000004071	566058	1031470	493349	654868	544195	458974	1226.18	615251	346564
ENSMUSG00000004085	159294	201203	152698	65075.6	151638	85969.8	0	81569.6	74490
ENSMUSG00000004096	5877750	6036920	4629760	5737890	6956470	8277960	18916.8	6335350	7636060
ENSMUSG00000004099	1552270	1397030	1152090	1430810	1470520	1715860	55728	1554490	1313620
ENSMUSG00000004100	3300300	4300000	3360230	5290410	4625330	5273790	21750.2	4874280	2935330
ENSMUSG00000004105	621861	569224	362667	476620	577202	526152	0	274960	393764
ENSMUSG00000004110	4368.69	10577.6	0	3789.67	797.152	556.112	0	373.859	4780.52
ENSMUSG00000004113	0	0	0	304666	896.556	1288.93	0	0	0
ENSMUSG00000004127	260495	422131	1126570	263541	434277	40906.4	0	586470	257187
ENSMUSG00000004151	1143190	1431630	971246	1467550	1127310	1026860	914444	1112470	1014150
ENSMUSG00000004187	0	0	61213	6463.92	0	0	0	0	0
ENSMUSG00000004207	0	127611	141554	84300.8	25209.7	240826	0	124800	68549.4
ENSMUSG00000004221	24929.1	1919.61	30411.5	2049.8	68195.5	943.181	615.459	2181.48	9933.69
ENSMUSG00000004231	237102	75321.8	328462	24666	15894.9	87580.2	0	34834.9	14639.1
ENSMUSG00000004233	37349.5	110103	59964.6	0	78963.3	18441.2	0	143396	0
ENSMUSG00000004263	52564.3	1339.24	52022.5	154799	46223.8	27759.3	0	11298.9	3796.32
ENSMUSG00000004264	891563	1157990	1505110	1770900	726974	3408170	4172.58	1055540	545414
ENSMUSG00000004266	1235390	1042080	239729	1492220	213318	2082900	40895.1	511407	1921140
ENSMUSG00000004268	3343210	3936120	2419530	2199850	3748780	3473410	0	1948180	1741610
ENSMUSG00000004270	50917.1	0	0	0	89822	0	0	0	0
ENSMUSG00000004285	4793470	4324530	4006880	4164800	4555120	5136640	67181.6	3808220	4420730
ENSMUSG00000004296	28714.8	53176.6	0	0	0	0	0	0	0
ENSMUSG00000004317	4618850	4368600	2019590	4557100	3862110	2072330	102831	1014410	2509650
ENSMUSG00000004319	406495	356922	362904	449002	286902	283685	242833	323793	295352
ENSMUSG00000004328	1750.93	252576	68831.9	79537.7	298679	30633.3	6730.33	336785	21592.1
ENSMUSG00000004341	5046570	3384450	3255930	2220740	5480360	4100330	0	1727010	3944960
ENSMUSG00000004347	97740.6	50337.5	37760.2	67685.1	79770.9	70799.1	0	127782	16985.8
ENSMUSG00000004356	190096	158978	200206	130645	145397	206382	105231	191969	139851
ENSMUSG00000004359	2689.02	3104.24	8130.78	122059	0	0	1944.58	18589.3	0
ENSMUSG00000004360	0	0	313.192	0	0	0	0	0	0
ENSMUSG00000004364	906319	1551650	1766580	581159	878353	868129	642002	870901	1737290
ENSMUSG00000004383	2185.44	27931.5	12239.1	85413.5	18325.6	6231.86	0	23243.3	62438.3
ENSMUSG00000004393	670437	1195850	1006890	1085180	1115970	1123430	0	1013070	361602
ENSMUSG00000004394	10501.2	357723	463697	36510.1	415293	35355.1	0	0	264670
ENSMUSG00000004415	0	0	0	0	0	0	1545.28	0	0
ENSMUSG00000004446	67587	15797.6	0.0341571	0.00345428	68024.8	46083	0	9955.62	100330
ENSMUSG00000004451	0	2729.11	0	0	0	0	0	0	0
ENSMUSG00000004455	15831.8	22009.4	36217.8	8029.04	19111.9	34054	0	17918.3	16235
ENSMUSG00000004460	873541	681414	564690	725690	691663	412203	3482990	290496	548338
ENSMUSG00000004462	589156	534478	624976	520753	696826	671894	1296.59	618446	395090
ENSMUSG00000004473	0	0	0	0	0	0	0	0	9585.71
ENSMUSG00000004508	34268.3	68186.7	42160.7	96699.4	51071.3	96282.8	455.456	21633.1	73014
ENSMUSG00000004530	669730	823881	5797.07	687016	753957	1706620	0	1244230	358669
ENSMUSG00000004535	8644540	9114070	7306540	7219020	7576710	9985500	45879.3	9397100	8582340
ENSMUSG00000004540	999792	1168020	634306	977629	1122290	694575	0	756174	571663
ENSMUSG00000004552	0	0	0	0	0	0	37917.9	0	0
ENSMUSG00000004561	512122	649669	1067740	1045230	1149220	928475	5101.49	1578030	507831
ENSMUSG00000004562	2953.69	0	0	0	0	0	0	0	0
